,阳历年份,季节号,序号,插补号,卷号,册号,书名,出版单位,版本年号,版本年代,版本干支,版本季节,页码,地区,地名_题头,机构一,机构二,机构三,缺分,官缺等级,官职一,官职二,加级,加级军功,爵位,身份一,姓,名,字号,原籍省,原籍县,籍贯省,籍贯县,身份二,旗分,出身一,科年一,出身二,科年二,铨选年号,铨选年代,铨选闰月,铨选月,铨选方式
527862,1910.0,3.0,9883.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,牧野,衛輝府,汲縣,,要缺,衝繁,知縣,,,,,,李,崧祐,,,,直隸,,,,舉人,,,,,,,,
527865,1910.0,3.0,9886.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,新樂,衛輝府,新鄉縣,,中缺,衝繁,知縣,,,,,,徐,引源,,,,直隸,遵化州,,,附貢,,,,,,,,
527868,1910.0,3.0,9889.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,甯邑,衛輝府,獲嘉縣,,中缺,衝繁,知縣,,,,,,吳,樹棠,,,,奉天,海城,,,優貢,,,,,,,,
527872,1910.0,3.0,9893.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,古殷,衛輝府,淇縣,,中缺,衝,知縣,,,,,,左,質恒,,,,湖北,雲夢,,,拔貢,,,,,,,,
527875,1910.0,3.0,9896.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,共城,衛輝府,輝縣,,簡缺,繁,知縣,,,,,,潘,學瀾,,,,直隸,遵化州,,,舉人,,,,,,,,
527879,1910.0,3.0,9900.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,酸棗,衛輝府,延津縣,,中缺,衝疲,知縣,,,,,,周,常炳,,,,直隸,天津,,,舉人,,,,,,,,
527882,1910.0,3.0,9903.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,366,河南省,黎陽,衛輝府,濬縣,,中缺,衝繁,知縣,,,,,,閔,道,,,,雲南,蒙自,,,進士,,,,,,,,
527886,1910.0,3.0,9907.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,京城,衛輝府,滑縣,,要缺,繁難,知縣,,,,,,呂,相曾,,,,山東,萊蕪,,,監生,,,,,,,,
527891,1910.0,3.0,9912.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,封父,衛輝府,封邱縣,,簡缺,繁,知縣,,,,,,謝,葆榮,,,,浙江,山陰,,,監生,,,,,,,,
527902,1910.0,3.0,9923.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,刑邱,懷慶府,河內縣,,要缺,衝繁,知縣,,,,,,苗,夑,,,,江蘇,上元,,,監生,,,,,,,,
527906,1910.0,3.0,9927.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,王屋,懷慶府,濟源縣,,簡缺,難,知縣,,,,,,范,振緒,,,,甘肅,靖遠,,,進士,,,,,,,,
527910,1910.0,3.0,9931.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,箞縣,懷慶府,原武縣,,簡缺,難,知縣,,,,,,溫,紹樑,,,,山西,太谷,,,監生,,,,,,,,
527914,1910.0,3.0,9935.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,山陽,懷慶府,修武縣,,中缺,衝繁,知縣,,,,,,張,序,,,,江蘇,,,,舉人,,,,,,,,
527918,1910.0,3.0,9939.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,安昌,懷慶府,武陟縣,,,,知縣,,,,,,張,秀升,,,,山西,介休,,,監生,,,,,,,,
527923,1910.0,3.0,9944.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,水基,懷慶府,孟縣,,要缺,衝繁,知縣,,,,,,,奎印,,,,,,滿洲,鑲藍,附生,,,,,,,,
527927,1910.0,3.0,9948.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,平皋,懷慶府,溫縣,,簡缺,繁,知縣,,,,,,祝,康祺,,,,浙江,,,,拔貢,,,,,,,,
527930,1910.0,3.0,9951.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,白溝,懷慶府,陽武縣,,簡缺,繁,知縣,,,,,,錢,汝鈞,,,,浙江,會稽,,,監生,,,,,,,,
527939,1910.0,3.0,9960.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,伊關,河南府,洛陽縣,,要缺,衝繁難,知縣,,,,,,潘,鳴球,,,,江蘇,陽湖,,,進士,,,,,,,,
527943,1910.0,3.0,9964.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,緱氏,河南府,偃師縣,,要缺,衝,知縣,,,,,,李,龍書,,,,順天,大興,,,監生,,,,,,,,
527946,1910.0,3.0,9967.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,367,河南省,芝田,河南府,鞏縣,,簡缺,衝,知縣,,,,,,,舒泰,,,,,,滿洲,正紅,進士,,,,,,,,
527949,1910.0,3.0,9970.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,河清,河南府,孟津縣,,簡缺,,知縣,,,,,,孫,金章,,,,奉天,蓋平,,,附貢,,,,,,,,
527952,1910.0,3.0,9973.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,甘棠,河南府,宜陽縣,,簡缺,,知縣,,,,,,傅,繩志,,,,順天,大興,,,廕生,,,,,,,,
527956,1910.0,3.0,9977.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,崈高,河南府,登封縣,,簡缺,,知縣,,,,,,汪,繼祖,,,,江蘇,江甯,,,監生,,,,,,,,
527960,1910.0,3.0,9981.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,熊耳,河南府,永甯縣,,簡缺,,知縣,,,,,,石,作棫,,,,直隸,天津,,,舉人,,,,,,,,
527963,1910.0,3.0,9984.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,東垣,河南府,新安縣,,簡缺,衝,知縣,,,,,,曾,炳章,,,,江蘇,昭文,,,附貢,,,,,,,,
527966,1910.0,3.0,9987.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,俱利,河南府,澠池縣,,簡缺,衝,知縣,,,,,,汪,祖松,,,,江蘇,陽湖,,,舉人,,,,,,,,
527970,1910.0,3.0,9991.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,陸渾,河南府,嵩縣,,簡缺,難,知縣,,,,,,葉,藩,,,,浙江,山陰,,,副貢,,,,,,,,
527980,1910.0,3.0,10001.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,恒農,陝州直隸州,靈寶縣,,中缺,衝繁,知縣,,,,,,王,仕京,,,,四川,綦江,,,舉人,,,,,,,,
527984,1910.0,3.0,10005.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,湖城,陝州直隸州,閿鄉縣,,中缺,衝難,知縣,,,,,,孔,繁昌,,,,貴州,貴筑,,,進士,,,,,,,,
527988,1910.0,3.0,10009.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,樂州,陝州直隸州,盧氏縣,,簡缺,,知縣,,,,,,丁,炳文,,,,江蘇,宜興,,,附貢,,,,,,,,
527997,1910.0,3.0,10018.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,杜衍,南陽府,南陽縣,,要缺,衝繁難,知縣,,,,,,陶,炯照,,,,湖北,,,,,,,,,,,,
528003,1910.0,3.0,10024.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,五陽,南陽府,南召縣,,簡缺,難,知縣,,,,,,陳,吉樟,,,,山東,長清,,,副榜,,,,,,,,
528007,1910.0,3.0,10028.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,課陽,南陽府,鎮平縣,,簡缺,,知縣,,,,,,史,宜詠,,,,陝西,安定,,,廩生,,,,,,,,
528011,1910.0,3.0,10032.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,368,河南省,西淮,南陽府,唐縣,,中缺,繁難,知縣,,,,,,王,毓文,,,,山東,歷城,,,副貢,,,,,,,,
528015,1910.0,3.0,10036.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,慈邱,南陽府,泌陽縣,,簡缺,,知縣,,,,,,,錫鐸,,,,,,滿洲,鑲藍,進士,,,,,,,,
528019,1910.0,3.0,10040.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,復陽,南陽府,桐栢縣,,簡缺,,知縣,,,,,,王,慶垣,,,,順天,通州,,,進士,,,,,,,,
528027,1910.0,3.0,10048.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,菊潭,南陽府,內鄉縣,,中缺,繁難,知縣,,,,,,邱,縉,,,,湖北,黃岡,,,優貢,,,,,,,,
528031,1910.0,3.0,10052.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,漢廣,南陽府,新野縣,,簡缺,衝,知縣,,,,,,葉,承祖,,,,廣西,岑溪,,,拔貢,,,,,,,,
528041,1910.0,3.0,10062.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,定陵,南陽府,舞陽縣,,簡缺,,知縣,,,,,,鄧,希端,,,,雲南,黑塩井,,,舉人,,,,,,,,
528045,1910.0,3.0,10066.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,汝填,南陽府,葉縣,,簡缺,衝,知縣,,,,,,李,行恕,,,,江西,南城,,,監生,,,,,,,,
528055,1910.0,3.0,10076.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,保城,汝甯府,汝陽縣,,中缺,繁難,知縣,,,,,,楊,濟時,,,,湖南,祁陽,,,進士,,,,,,,,
528059,1910.0,3.0,10080.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,滇陽,汝甯府,正陽縣,,簡缺,繁,知縣,,,,,,于,益源,,,,江蘇,揚子,,,舉人,,,,,,,,
528062,1910.0,3.0,10083.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,武津,汝甯府,上蔡縣,,中缺,繁難,知縣,,,,,,錢,祥保,,,,江蘇,甘泉,,,廩貢,,,,,,,,
528066,1910.0,3.0,10087.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,鮦陽,汝甯府,新蔡縣,,簡缺,,知縣,,,,,,褚,輝祖,,,,湖北,,,,監生,,,,,,,,
528070,1910.0,3.0,10091.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,定穎,汝甯府,西平縣,,中缺,衝繁,知縣,,,,,,朱,名炤,,,,山東,平陰,,,進士,,,,,,,,
528073,1910.0,3.0,10094.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,吳房,汝甯府,遂平縣,,中缺,衝繁,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
528076,1910.0,3.0,10097.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,369,河南省,明陵,汝甯府,確山縣,,中缺,衝繁,知縣,,,,,,施,廷弼,,,,廣西,橫州,,,進士,,,,,,,,
528087,1910.0,3.0,10108.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,寶城,汝甯府,羅山縣,,中缺,繁難,知縣,,,,,,謝,盈淋,,,,直隸,南宮,,,監生,,,,,,,,
528096,1910.0,3.0,10117.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,西陽,光州直隸州,光山縣,,要缺,繁難,知縣,,,,,,靳,介熙,,,,山東,聊城,,,廩貢,,,,,,,,
528099,1910.0,3.0,10120.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,蓼國,光州直隸州,固始縣,,要缺,繁疲難,知縣,,,,,,楊,溶,,,,福建,閩縣,,,進士,,,,,,,,
528104,1910.0,3.0,10125.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,新息,光州直隸州,息縣,,要缺,繁疲難,知縣,,,,,,王,宰善,,,,江蘇,上海,,,舉人,,,,,,,,
528107,1910.0,3.0,10128.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,雩婁,光州直隸州,商城縣,,簡缺,難,知縣,,,,,,邱,銘勛,,,,江蘇,宿遷,,,監生,,,,,,,,
528116,1910.0,3.0,10137.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,魯陽,汝州直隸州,魯山縣,,簡缺,難,知縣,,,,,,薩,起嚴,,,,福建,,,,進士,,,,,,,,
528120,1910.0,3.0,10141.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,龍山,汝州直隸州,郟縣,,簡缺,難,知縣,,,,,,張,三銓,,,,山西,绛州,,,進士,,,,,,,,
528123,1910.0,3.0,10144.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,雉陽,汝州直隸州,寶豐縣,,簡缺,難,知縣,,,,,,王,鐈,,,,陝西,蒲城,,,舉人,,,,,,,,
528126,1910.0,3.0,10147.0,0.0,91,2.0,爵秩全覽,,宣統,2.0,庚戌,秋,370,河南省,練溪,汝州直隸州,伊陽縣,,簡缺,,知縣,,,,,,周,鳳曦,,,,湖北,咸甯,,,附貢,,,,,,,,
544236,1910.0,4.0,9997.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,浚儀,開封府,祥符縣,,最要,衝繁難,知縣,,,,,,舒,樹基,,,,浙江,奉化,,,監生,,,,,,,,
544245,1910.0,4.0,10006.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,小黃,開封府,陳留縣,,簡缺,衝,知縣,,,,,,楊,書勳,,,,廣西,懋林州,,,進士,,,,,,,,
544249,1910.0,4.0,10010.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,雍邱,開封府,杞縣,,要缺,衝繁難,知縣,,,,,,姚,禮咸,,,,廣東,番禺,,,監生,,,,,,,,
544252,1910.0,4.0,10013.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,咸平,開封府,通許縣,,簡缺,,知縣,,,,,,毛,聲遠,,,,湖北,麻城,,,舉人,,,,,,,,
544255,1910.0,4.0,10016.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,蔡陂,開封府,尉氏縣,,簡缺,,知縣,,,,,,馬,駿聲,,,,奉天,蓋平,,,舉人,,,,,,,,
544258,1910.0,4.0,10019.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,朱樓,開封府,洧川縣,,簡缺,,知縣,,,,,,劉,子煥,,,,陝西,,,,進士,,,,,,,,
544261,1910.0,4.0,10022.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,122,河南省,彪岡,開封府,鄢陵縣,,簡缺,難,知縣,,,,,,,榮禧,,,,,,漢軍,鑲黃,進士,,,,,,,,
544265,1910.0,4.0,10026.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,國田,開封府,中牟縣,,中缺,衝繁,知縣,,,,,,李,景晟,,,,江蘇,武進,,,監生,,,,,,,,
544270,1910.0,4.0,10031.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,東明,開封府,蘭封縣,,中缺,衝繁,知縣,,,,,,沈,福源,,,,江蘇,元和,,,舉人,,,,,,,,
544279,1910.0,4.0,10040.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,曲梁,開封府,密縣,,簡缺,,知縣,,,,,,張,力堂,,,,直隸,完縣,,,舉人,,,,,,,,
544282,1910.0,4.0,10043.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,苑曖,開封府,新鄭縣,,簡缺,衝,知縣,,,,,,袁,啟芬,,,,山東,長山,,,監生,,,,,,,,
544291,1910.0,4.0,10052.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,廣武,鄭州直隸州,榮澤縣,,要缺,衝繁疲,知縣,,,,,,周,秉彝,,,,湖北,漢陽,,,附貢,,,,,,,,
544297,1910.0,4.0,10058.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,成皋,鄭州直隸州,榮陽縣,,簡缺,衝,知縣,,,,,,張,紹旭,,,,湖北,咸甯,,,舉人,,,,,,,,
544300,1910.0,4.0,10061.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,東虢,鄭州直隸州,汜水縣,,簡缺,衝,知縣,,,,,,賴,豐杰,,,,,,漢軍,正黃,舉人,,,,,,,,
544308,1910.0,4.0,10069.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,宛邱,陳州府,淮甯縣,,要缺,繁疲難,知縣,,,,,,,文棫,,,,,,漢軍,正白,附貢,,,,,,,,
544312,1910.0,4.0,10073.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,溵木,陳州府,商水縣,,簡缺,,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
544315,1910.0,4.0,10076.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,長平,陳州府,西華縣,,簡缺,難,知縣,,,,,,楊,蔚,,,,江蘇,高郵,,,進士,,,,,,,,
544318,1910.0,4.0,10079.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,林陵,陳州府,項城縣,,簡缺,,知縣,,,,,,朱,寶璇,,,,浙江,嘉興,,,進士,,,,,,,,
544321,1910.0,4.0,10082.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,平興,陳州府,沈邱縣,,簡缺,難,知縣,,,,,,陸,鎬,,,,浙江,山陰,,,監生,,,,,,,,
544324,1910.0,4.0,10085.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,123,河南省,陽夏,陳州府,太康縣,,要缺,繁疲難,知縣,,,,,,龔,文明,,,,湖北,襄陽,,,監生,,,,,,,,
544328,1910.0,4.0,10089.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,北陳,陳州府,扶溝縣,,簡缺,,知縣,,,,,,武,培元,,,,山西,安邑,,,舉人,,,,,,,,
544335,1910.0,4.0,10096.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,隠強,許州直隸州,臨頴縣,,簡缺,衝,知縣,,,,,,陶,瑢,,,,江蘇,,,,監生,,,,,,,,
544338,1910.0,4.0,10099.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,鄭汜,許州直隸州,襄城縣,,中缺,衝繁,知縣,,,,,,程,錫麒,,,,安徽,黟縣,,,增貢,,,,,,,,
544341,1910.0,4.0,10102.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,召陵,許州直隸州,郾城縣,,簡缺,衝,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
544345,1910.0,4.0,10106.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,長社,許州直隸州,長葛縣,,簡缺,,知縣,,,,,,江,湘,,,,四川,,,,監生,,,,,,,,
544354,1910.0,4.0,10115.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,睢陽,歸德府,商邱縣,,要缺,衝繁難,知縣,,,,,,洪,之霖,,,,浙江,鄞縣,,,監生,,,,,,,,
544358,1910.0,4.0,10119.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,巳吾,歸德府,甯陵縣,,簡缺,衝,知縣,,,,,,鄭,鴻瑞,,,,江蘇,陽湖,,,舉人,,,,,,,,
544361,1910.0,4.0,10122.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,真源,歸德府,鹿邑縣,,要缺,繁疲難,知縣,,,,,,李,標鳳,,,,江蘇,吳縣,,,監生,,,,,,,,
544365,1910.0,4.0,10126.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,黍邱,歸德府,夏邑縣,,中缺,衝難,知縣,,,,,,黎,德芬,,,,湖北,,,,舉人,,,,,,,,
544369,1910.0,4.0,10130.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,太邱,歸德府,永城縣,,要缺,衝繁難,知縣,,,,,,陶,珙,,,,江蘇,陽湖,,,附貢,,,,,,,,
544373,1910.0,4.0,10134.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,古虞,歸德府,虞城縣,,中缺,衝繁,知縣,,,,,,史,之選,,,,江蘇,荊溪,,,進士,,,,,,,,
544380,1910.0,4.0,10141.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,124,河南省,戴國,歸德府,考城縣,,簡缺,,知縣,,,,,,陳,壽山,,,,安徽,,,,附生,,,,,,,,
544384,1910.0,4.0,10145.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,古傿,歸德府,柘城縣,,簡缺,,知縣,,,,,,葉,壽萱,,,,江蘇,昭文,,,監生,,,,,,,,
544392,1910.0,4.0,10153.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,林城,彰德府,安陽縣,,要缺,衝繁疲,知縣,,,,,,李,元楨,,,,江蘇,吳縣,,,舉人,,,,,,,,
544396,1910.0,4.0,10157.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,相州,彰德府,湯陰縣,,中缺,衝繁,知縣,,,,,,周,寶琛,,,,山東,濟甯州,,,監生,,,,,,,,
544400,1910.0,4.0,10161.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,淦水,彰德府,臨漳縣,,簡缺,繁,知縣,,,,,,嚴,義豫,,,,浙江,慈谿,,,監生,,,,,,,,
544403,1910.0,4.0,10164.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,林慮,彰德府,林縣,,簡缺,繁,知縣,,,,,,,俊明,,,,,,滿洲,正白,監生,,,,,,,,
544407,1910.0,4.0,10168.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,繁陽,彰德府,內黃縣,,要缺,繁難,知縣,,,,,,范,壽銘,,,,浙江,山陰,,,舉人,,,,,,,,
544413,1910.0,4.0,10174.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,陽邑,彰德府,武安縣,,簡缺,繁,知縣,,,,,,張,堅,,,,江蘇,,,,進士,,,,,,,,
544417,1910.0,4.0,10178.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,刈陵,彰德府,涉縣,,簡缺,,知縣,,,,,,顧,壽椿,,,,浙江,山陰,,,進士,,,,,,,,
544425,1910.0,4.0,10186.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,牧野,衛輝府,汲縣,,要缺,衝繁,知縣,,,,,,李,崧祐,,,,直隸,,,,舉人,,,,,,,,
544428,1910.0,4.0,10189.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,新樂,衛輝府,新鄉縣,,中缺,衝繁,知縣,,,,,,徐,引源,,,,直隸,遵化州,,,附貢,,,,,,,,
544431,1910.0,4.0,10192.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,甯邑,衛輝府,獲嘉縣,,中缺,衝繁,知縣,,,,,,吳,樹棠,,,,奉天,海城,,,優貢,,,,,,,,
544435,1910.0,4.0,10196.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,古殷,衛輝府,淇縣,,中缺,衝,知縣,,,,,,左,質恒,,,,湖北,雲夢,,,拔貢,,,,,,,,
544438,1910.0,4.0,10199.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,共城,衛輝府,輝縣,,簡缺,繁,知縣,,,,,,潘,學瀾,,,,直隸,遵化州,,,舉人,,,,,,,,
544442,1910.0,4.0,10203.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,酸棗,衛輝府,延津縣,,中缺,衝疲,知縣,,,,,,周,常炳,,,,直隸,天津,,,舉人,,,,,,,,
544445,1910.0,4.0,10206.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,125,河南省,黎陽,衛輝府,濬縣,,中缺,衝繁,知縣,,,,,,閔,道,,,,雲南,蒙自,,,進士,,,,,,,,
544449,1910.0,4.0,10210.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,京城,衛輝府,滑縣,,要缺,繁難,知縣,,,,,,呂,相曾,,,,山東,萊蕪,,,監生,,,,,,,,
544454,1910.0,4.0,10215.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,封父,衛輝府,封邱縣,,簡缺,繁,知縣,,,,,,謝,葆榮,,,,浙江,山陰,,,監生,,,,,,,,
544465,1910.0,4.0,10226.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,刑邱,懷慶府,河內縣,,要缺,衝繁,知縣,,,,,,苗,夑,,,,江蘇,上元,,,監生,,,,,,,,
544469,1910.0,4.0,10230.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,王屋,懷慶府,濟源縣,,簡缺,難,知縣,,,,,,范,振緒,,,,甘肅,靖遠,,,進士,,,,,,,,
544473,1910.0,4.0,10234.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,箞縣,懷慶府,原武縣,,簡缺,難,知縣,,,,,,溫,紹樑,,,,山西,太谷,,,監生,,,,,,,,
544477,1910.0,4.0,10238.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,山陽,懷慶府,修武縣,,中缺,衝繁,知縣,,,,,,張,序,,,,江蘇,,,,舉人,,,,,,,,
544481,1910.0,4.0,10242.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,安昌,懷慶府,武陟縣,,,,知縣,,,,,,張,秀升,,,,山西,介休,,,監生,,,,,,,,
544486,1910.0,4.0,10247.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,水基,懷慶府,孟縣,,要缺,衝繁,知縣,,,,,,,奎印,,,,,,滿洲,鑲藍,附生,,,,,,,,
544490,1910.0,4.0,10251.0,0.0,92,1.0,爵秩全覽,,宣統,2.0,庚戌,冬,126,河南省,平皋,懷慶府,溫縣,,簡缺,繁,知縣,,,,,,祝,康祺,,,,浙江,,,,拔貢,,,,,,,,
